epoch,step,train/loss,train/reward
0,49,0.10302014648914337,-0.20150668919086456
0,99,0.07238106429576874,-0.1173967570066452
0,149,0.06426604092121124,-0.09487680345773697
0,199,0.04978835582733154,-0.108979731798172
